expected_salary,job_field,job_salary,job_location,job_title,match_score,description,requirements,company_id,company_name
20414,IT,15050,Cape Town,Cybersecurity Specialist,0,"Develops, maintains, and supports IT systems and software applications.",Bachelor's degree in Computer Science or IT. Experience with programming and system administration.,3,EduPlus
15420,Retail,10486,Johannesburg,Cashier,0,Manages store operations and ensures excellent customer service.,Experience in retail or sales. Good communication and organizational skills.,5,FinanceHub
13489,Engineering,13456,Durban,Mechanical Engineer,0,"Responsible for planning, designing, and overseeing engineering projects.",Bachelor's degree in Engineering. Relevant certifications and experience preferred.,3,EduPlus
20304,Retail,8003,Pretoria,Store Manager,0,Manages store operations and ensures excellent customer service.,Experience in retail or sales. Good communication and organizational skills.,2,BuildRight
23797,Finance,21370,Johannesburg,Financial Analyst,0,"Analyzes financial data, prepares reports, and provides recommendations.","Bachelor's degree in Finance, Accounting, or Economics. Analytical skills required.",3,EduPlus
25553,Finance,11956,Port Elizabeth,Accountant,0,"Analyzes financial data, prepares reports, and provides recommendations.","Bachelor's degree in Finance, Accounting, or Economics. Analytical skills required.",2,BuildRight
25326,Education,10714,Cape Town,Principal,0,Teaches students and prepares lessons according to curriculum standards.,Relevant teaching qualification and experience. Strong communication skills.,4,HealthFirst
26606,Education,13982,Cape Town,Lecturer,0,Teaches students and prepares lessons according to curriculum standards.,Relevant teaching qualification and experience. Strong communication skills.,3,EduPlus
28882,Engineering,18907,Johannesburg,Mechanical Engineer,0,"Responsible for planning, designing, and overseeing engineering projects.",Bachelor's degree in Engineering. Relevant certifications and experience preferred.,1,TechCorp
15833,Engineering,26930,Johannesburg,Software Engineer,0,"Responsible for planning, designing, and overseeing engineering projects.",Bachelor's degree in Engineering. Relevant certifications and experience preferred.,1,TechCorp
27274,Healthcare,15166,Port Elizabeth,Doctor,0,Provides medical or support services to patients in healthcare facilities.,Relevant healthcare qualification. Experience in patient care preferred.,4,HealthFirst
29512,Engineering,12034,Johannesburg,Electrical Engineer,0,"Responsible for planning, designing, and overseeing engineering projects.",Bachelor's degree in Engineering. Relevant certifications and experience preferred.,4,HealthFirst
12092,Education,25035,Durban,Principal,0,Teaches students and prepares lessons according to curriculum standards.,Relevant teaching qualification and experience. Strong communication skills.,2,BuildRight
27069,Engineering,26753,Johannesburg,Software Engineer,0,"Responsible for planning, designing, and overseeing engineering projects.",Bachelor's degree in Engineering. Relevant certifications and experience preferred.,1,TechCorp
8180,Healthcare,13516,Durban,Pharmacist,0,Provides medical or support services to patients in healthcare facilities.,Relevant healthcare qualification. Experience in patient care preferred.,1,TechCorp
21310,Retail,18269,Pretoria,Cashier,0,Manages store operations and ensures excellent customer service.,Experience in retail or sales. Good communication and organizational skills.,1,TechCorp
26018,IT,9980,Port Elizabeth,System Administrator,0,"Develops, maintains, and supports IT systems and software applications.",Bachelor's degree in Computer Science or IT. Experience with programming and system administration.,4,HealthFirst
18734,Engineering,28974,Johannesburg,Civil Engineer,0,"Responsible for planning, designing, and overseeing engineering projects.",Bachelor's degree in Engineering. Relevant certifications and experience preferred.,3,EduPlus
11840,Engineering,18803,Johannesburg,Civil Engineer,0,"Responsible for planning, designing, and overseeing engineering projects.",Bachelor's degree in Engineering. Relevant certifications and experience preferred.,5,FinanceHub
21420,Finance,23281,Port Elizabeth,Financial Analyst,0,"Analyzes financial data, prepares reports, and provides recommendations.","Bachelor's degree in Finance, Accounting, or Economics. Analytical skills required.",3,EduPlus
17209,Retail,18223,Port Elizabeth,Sales Associate,0,Manages store operations and ensures excellent customer service.,Experience in retail or sales. Good communication and organizational skills.,5,FinanceHub
18201,Retail,20967,Cape Town,Merchandiser,0,Manages store operations and ensures excellent customer service.,Experience in retail or sales. Good communication and organizational skills.,1,TechCorp
20163,Finance,14693,Johannesburg,Auditor,0,"Analyzes financial data, prepares reports, and provides recommendations.","Bachelor's degree in Finance, Accounting, or Economics. Analytical skills required.",5,FinanceHub
10254,Retail,21509,Pretoria,Merchandiser,0,Manages store operations and ensures excellent customer service.,Experience in retail or sales. Good communication and organizational skills.,3,EduPlus
14162,Retail,18739,Pretoria,Sales Associate,0,Manages store operations and ensures excellent customer service.,Experience in retail or sales. Good communication and organizational skills.,5,FinanceHub
26908,IT,20086,Pretoria,Data Scientist,0,"Develops, maintains, and supports IT systems and software applications.",Bachelor's degree in Computer Science or IT. Experience with programming and system administration.,4,HealthFirst
28420,Education,9294,Johannesburg,Lecturer,0,Teaches students and prepares lessons according to curriculum standards.,Relevant teaching qualification and experience. Strong communication skills.,5,FinanceHub
21014,IT,23208,Johannesburg,Cybersecurity Specialist,0,"Develops, maintains, and supports IT systems and software applications.",Bachelor's degree in Computer Science or IT. Experience with programming and system administration.,5,FinanceHub
11285,Retail,22979,Durban,Store Manager,0,Manages store operations and ensures excellent customer service.,Experience in retail or sales. Good communication and organizational skills.,3,EduPlus
28589,Finance,15881,Cape Town,Auditor,0,"Analyzes financial data, prepares reports, and provides recommendations.","Bachelor's degree in Finance, Accounting, or Economics. Analytical skills required.",4,HealthFirst
9340,Retail,26498,Cape Town,Merchandiser,0,Manages store operations and ensures excellent customer service.,Experience in retail or sales. Good communication and organizational skills.,4,HealthFirst
18933,IT,18343,Durban,Data Scientist,0,"Develops, maintains, and supports IT systems and software applications.",Bachelor's degree in Computer Science or IT. Experience with programming and system administration.,1,TechCorp
24973,Healthcare,9493,Cape Town,Nurse,0,Provides medical or support services to patients in healthcare facilities.,Relevant healthcare qualification. Experience in patient care preferred.,4,HealthFirst
17961,Education,18692,Durban,Tutor,0,Teaches students and prepares lessons according to curriculum standards.,Relevant teaching qualification and experience. Strong communication skills.,2,BuildRight
25658,Engineering,16210,Durban,Civil Engineer,0,"Responsible for planning, designing, and overseeing engineering projects.",Bachelor's degree in Engineering. Relevant certifications and experience preferred.,5,FinanceHub
29551,Engineering,21766,Cape Town,Civil Engineer,0,"Responsible for planning, designing, and overseeing engineering projects.",Bachelor's degree in Engineering. Relevant certifications and experience preferred.,3,EduPlus
20808,Education,14831,Port Elizabeth,Lecturer,0,Teaches students and prepares lessons according to curriculum standards.,Relevant teaching qualification and experience. Strong communication skills.,4,HealthFirst
22387,Engineering,17958,Pretoria,Civil Engineer,0,"Responsible for planning, designing, and overseeing engineering projects.",Bachelor's degree in Engineering. Relevant certifications and experience preferred.,4,HealthFirst
19931,Healthcare,14190,Cape Town,Medical Technician,0,Provides medical or support services to patients in healthcare facilities.,Relevant healthcare qualification. Experience in patient care preferred.,2,BuildRight
19422,Finance,25357,Pretoria,Financial Analyst,0,"Analyzes financial data, prepares reports, and provides recommendations.","Bachelor's degree in Finance, Accounting, or Economics. Analytical skills required.",3,EduPlus
18412,Finance,21856,Durban,Financial Analyst,0,"Analyzes financial data, prepares reports, and provides recommendations.","Bachelor's degree in Finance, Accounting, or Economics. Analytical skills required.",5,FinanceHub
15279,Education,28046,Johannesburg,Lecturer,0,Teaches students and prepares lessons according to curriculum standards.,Relevant teaching qualification and experience. Strong communication skills.,2,BuildRight
13749,Finance,15477,Johannesburg,Accountant,0,"Analyzes financial data, prepares reports, and provides recommendations.","Bachelor's degree in Finance, Accounting, or Economics. Analytical skills required.",1,TechCorp
23308,IT,16707,Durban,Cybersecurity Specialist,0,"Develops, maintains, and supports IT systems and software applications.",Bachelor's degree in Computer Science or IT. Experience with programming and system administration.,3,EduPlus
26658,Finance,19319,Cape Town,Auditor,0,"Analyzes financial data, prepares reports, and provides recommendations.","Bachelor's degree in Finance, Accounting, or Economics. Analytical skills required.",1,TechCorp
10173,Finance,18260,Johannesburg,Accountant,0,"Analyzes financial data, prepares reports, and provides recommendations.","Bachelor's degree in Finance, Accounting, or Economics. Analytical skills required.",5,FinanceHub
14915,IT,15533,Johannesburg,System Administrator,0,"Develops, maintains, and supports IT systems and software applications.",Bachelor's degree in Computer Science or IT. Experience with programming and system administration.,4,HealthFirst
25136,Healthcare,22927,Durban,Pharmacist,0,Provides medical or support services to patients in healthcare facilities.,Relevant healthcare qualification. Experience in patient care preferred.,4,HealthFirst
9455,Retail,13435,Cape Town,Sales Associate,0,Manages store operations and ensures excellent customer service.,Experience in retail or sales. Good communication and organizational skills.,2,BuildRight
20618,Engineering,18359,Pretoria,Electrical Engineer,0,"Responsible for planning, designing, and overseeing engineering projects.",Bachelor's degree in Engineering. Relevant certifications and experience preferred.,2,BuildRight
23835,Education,9769,Pretoria,Principal,0,Teaches students and prepares lessons according to curriculum standards.,Relevant teaching qualification and experience. Strong communication skills.,1,TechCorp
24757,Engineering,13630,Pretoria,Electrical Engineer,0,"Responsible for planning, designing, and overseeing engineering projects.",Bachelor's degree in Engineering. Relevant certifications and experience preferred.,3,EduPlus
26355,IT,22857,Cape Town,Data Scientist,0,"Develops, maintains, and supports IT systems and software applications.",Bachelor's degree in Computer Science or IT. Experience with programming and system administration.,3,EduPlus
22537,Education,18119,Durban,Teacher,0,Teaches students and prepares lessons according to curriculum standards.,Relevant teaching qualification and experience. Strong communication skills.,2,BuildRight
21997,Retail,11271,Pretoria,Merchandiser,0,Manages store operations and ensures excellent customer service.,Experience in retail or sales. Good communication and organizational skills.,4,HealthFirst
22364,Retail,19901,Durban,Cashier,0,Manages store operations and ensures excellent customer service.,Experience in retail or sales. Good communication and organizational skills.,4,HealthFirst
18190,Retail,21198,Pretoria,Sales Associate,0,Manages store operations and ensures excellent customer service.,Experience in retail or sales. Good communication and organizational skills.,4,HealthFirst
14573,Finance,21805,Pretoria,Financial Analyst,0,"Analyzes financial data, prepares reports, and provides recommendations.","Bachelor's degree in Finance, Accounting, or Economics. Analytical skills required.",5,FinanceHub
21923,Healthcare,14207,Pretoria,Doctor,0,Provides medical or support services to patients in healthcare facilities.,Relevant healthcare qualification. Experience in patient care preferred.,2,BuildRight
29611,Education,12585,Pretoria,Principal,0,Teaches students and prepares lessons according to curriculum standards.,Relevant teaching qualification and experience. Strong communication skills.,3,EduPlus
26555,Education,24373,Cape Town,Tutor,0,Teaches students and prepares lessons according to curriculum standards.,Relevant teaching qualification and experience. Strong communication skills.,1,TechCorp
14271,Engineering,25368,Pretoria,Software Engineer,0,"Responsible for planning, designing, and overseeing engineering projects.",Bachelor's degree in Engineering. Relevant certifications and experience preferred.,2,BuildRight
27002,Finance,11986,Cape Town,Accountant,0,"Analyzes financial data, prepares reports, and provides recommendations.","Bachelor's degree in Finance, Accounting, or Economics. Analytical skills required.",3,EduPlus
26811,Healthcare,10279,Port Elizabeth,Nurse,0,Provides medical or support services to patients in healthcare facilities.,Relevant healthcare qualification. Experience in patient care preferred.,4,HealthFirst
8348,Retail,11416,Port Elizabeth,Merchandiser,0,Manages store operations and ensures excellent customer service.,Experience in retail or sales. Good communication and organizational skills.,2,BuildRight
24067,Education,17639,Durban,Principal,0,Teaches students and prepares lessons according to curriculum standards.,Relevant teaching qualification and experience. Strong communication skills.,1,TechCorp
8267,Retail,10735,Durban,Cashier,0,Manages store operations and ensures excellent customer service.,Experience in retail or sales. Good communication and organizational skills.,5,FinanceHub
14611,Retail,12565,Cape Town,Sales Associate,0,Manages store operations and ensures excellent customer service.,Experience in retail or sales. Good communication and organizational skills.,3,EduPlus
9319,Education,25406,Cape Town,Lecturer,0,Teaches students and prepares lessons according to curriculum standards.,Relevant teaching qualification and experience. Strong communication skills.,1,TechCorp
26242,Retail,20386,Pretoria,Sales Associate,0,Manages store operations and ensures excellent customer service.,Experience in retail or sales. Good communication and organizational skills.,4,HealthFirst
8929,Healthcare,17322,Durban,Medical Technician,0,Provides medical or support services to patients in healthcare facilities.,Relevant healthcare qualification. Experience in patient care preferred.,2,BuildRight
8356,IT,14287,Port Elizabeth,Data Scientist,0,"Develops, maintains, and supports IT systems and software applications.",Bachelor's degree in Computer Science or IT. Experience with programming and system administration.,5,FinanceHub
28562,Retail,18605,Pretoria,Store Manager,0,Manages store operations and ensures excellent customer service.,Experience in retail or sales. Good communication and organizational skills.,4,HealthFirst
14204,Finance,9163,Durban,Auditor,0,"Analyzes financial data, prepares reports, and provides recommendations.","Bachelor's degree in Finance, Accounting, or Economics. Analytical skills required.",4,HealthFirst
19063,Engineering,13579,Pretoria,Software Engineer,0,"Responsible for planning, designing, and overseeing engineering projects.",Bachelor's degree in Engineering. Relevant certifications and experience preferred.,2,BuildRight
25938,Finance,15750,Johannesburg,Accountant,0,"Analyzes financial data, prepares reports, and provides recommendations.","Bachelor's degree in Finance, Accounting, or Economics. Analytical skills required.",5,FinanceHub
28501,Healthcare,8699,Pretoria,Pharmacist,0,Provides medical or support services to patients in healthcare facilities.,Relevant healthcare qualification. Experience in patient care preferred.,2,BuildRight
9067,Education,17694,Cape Town,Principal,0,Teaches students and prepares lessons according to curriculum standards.,Relevant teaching qualification and experience. Strong communication skills.,3,EduPlus
8353,Retail,18123,Cape Town,Merchandiser,0,Manages store operations and ensures excellent customer service.,Experience in retail or sales. Good communication and organizational skills.,1,TechCorp
23336,Healthcare,22840,Johannesburg,Pharmacist,0,Provides medical or support services to patients in healthcare facilities.,Relevant healthcare qualification. Experience in patient care preferred.,3,EduPlus
28836,Finance,11723,Johannesburg,Auditor,0,"Analyzes financial data, prepares reports, and provides recommendations.","Bachelor's degree in Finance, Accounting, or Economics. Analytical skills required.",5,FinanceHub
17885,Education,12631,Johannesburg,Teacher,0,Teaches students and prepares lessons according to curriculum standards.,Relevant teaching qualification and experience. Strong communication skills.,2,BuildRight
23086,Education,9380,Durban,Teacher,0,Teaches students and prepares lessons according to curriculum standards.,Relevant teaching qualification and experience. Strong communication skills.,4,HealthFirst
14970,Engineering,9194,Pretoria,Civil Engineer,0,"Responsible for planning, designing, and overseeing engineering projects.",Bachelor's degree in Engineering. Relevant certifications and experience preferred.,1,TechCorp
27420,Healthcare,26538,Port Elizabeth,Pharmacist,0,Provides medical or support services to patients in healthcare facilities.,Relevant healthcare qualification. Experience in patient care preferred.,1,TechCorp
20124,IT,8938,Johannesburg,Cybersecurity Specialist,0,"Develops, maintains, and supports IT systems and software applications.",Bachelor's degree in Computer Science or IT. Experience with programming and system administration.,3,EduPlus
16743,Finance,12461,Johannesburg,Financial Analyst,0,"Analyzes financial data, prepares reports, and provides recommendations.","Bachelor's degree in Finance, Accounting, or Economics. Analytical skills required.",1,TechCorp
23452,Healthcare,29120,Pretoria,Nurse,0,Provides medical or support services to patients in healthcare facilities.,Relevant healthcare qualification. Experience in patient care preferred.,3,EduPlus
28195,Retail,27070,Johannesburg,Merchandiser,0,Manages store operations and ensures excellent customer service.,Experience in retail or sales. Good communication and organizational skills.,1,TechCorp
22703,IT,25243,Durban,Software Developer,0,"Develops, maintains, and supports IT systems and software applications.",Bachelor's degree in Computer Science or IT. Experience with programming and system administration.,5,FinanceHub
12233,Healthcare,29890,Pretoria,Pharmacist,0,Provides medical or support services to patients in healthcare facilities.,Relevant healthcare qualification. Experience in patient care preferred.,1,TechCorp
18111,Healthcare,29870,Durban,Pharmacist,0,Provides medical or support services to patients in healthcare facilities.,Relevant healthcare qualification. Experience in patient care preferred.,2,BuildRight
26279,Healthcare,8260,Port Elizabeth,Medical Technician,0,Provides medical or support services to patients in healthcare facilities.,Relevant healthcare qualification. Experience in patient care preferred.,4,HealthFirst
22063,IT,9583,Port Elizabeth,Software Developer,0,"Develops, maintains, and supports IT systems and software applications.",Bachelor's degree in Computer Science or IT. Experience with programming and system administration.,2,BuildRight
9874,Education,18203,Johannesburg,Teacher,0,Teaches students and prepares lessons according to curriculum standards.,Relevant teaching qualification and experience. Strong communication skills.,4,HealthFirst
15983,Engineering,14953,Cape Town,Mechanical Engineer,0,"Responsible for planning, designing, and overseeing engineering projects.",Bachelor's degree in Engineering. Relevant certifications and experience preferred.,4,HealthFirst
10426,Healthcare,8087,Durban,Medical Technician,0,Provides medical or support services to patients in healthcare facilities.,Relevant healthcare qualification. Experience in patient care preferred.,5,FinanceHub
14083,Engineering,10660,Johannesburg,Software Engineer,0,"Responsible for planning, designing, and overseeing engineering projects.",Bachelor's degree in Engineering. Relevant certifications and experience preferred.,4,HealthFirst
22592,Education,23358,Port Elizabeth,Lecturer,0,Teaches students and prepares lessons according to curriculum standards.,Relevant teaching qualification and experience. Strong communication skills.,2,BuildRight
9740,Education,23769,Pretoria,Tutor,0,Teaches students and prepares lessons according to curriculum standards.,Relevant teaching qualification and experience. Strong communication skills.,2,BuildRight
23529,IT,8805,Cape Town,Cybersecurity Specialist,0,"Develops, maintains, and supports IT systems and software applications.",Bachelor's degree in Computer Science or IT. Experience with programming and system administration.,1,TechCorp
21210,Retail,28635,Cape Town,Cashier,0,Manages store operations and ensures excellent customer service.,Experience in retail or sales. Good communication and organizational skills.,2,BuildRight
22232,Retail,24125,Port Elizabeth,Store Manager,0,Manages store operations and ensures excellent customer service.,Experience in retail or sales. Good communication and organizational skills.,3,EduPlus
15303,Finance,15107,Durban,Accountant,0,"Analyzes financial data, prepares reports, and provides recommendations.","Bachelor's degree in Finance, Accounting, or Economics. Analytical skills required.",5,FinanceHub
27092,Engineering,11130,Cape Town,Electrical Engineer,0,"Responsible for planning, designing, and overseeing engineering projects.",Bachelor's degree in Engineering. Relevant certifications and experience preferred.,4,HealthFirst
18038,Retail,12116,Pretoria,Store Manager,0,Manages store operations and ensures excellent customer service.,Experience in retail or sales. Good communication and organizational skills.,1,TechCorp
11848,IT,29012,Pretoria,Cybersecurity Specialist,0,"Develops, maintains, and supports IT systems and software applications.",Bachelor's degree in Computer Science or IT. Experience with programming and system administration.,4,HealthFirst
28386,Finance,20362,Cape Town,Auditor,0,"Analyzes financial data, prepares reports, and provides recommendations.","Bachelor's degree in Finance, Accounting, or Economics. Analytical skills required.",2,BuildRight
17129,Healthcare,15946,Pretoria,Doctor,0,Provides medical or support services to patients in healthcare facilities.,Relevant healthcare qualification. Experience in patient care preferred.,5,FinanceHub
29888,Education,10564,Durban,Tutor,0,Teaches students and prepares lessons according to curriculum standards.,Relevant teaching qualification and experience. Strong communication skills.,4,HealthFirst
26108,Education,19224,Johannesburg,Teacher,0,Teaches students and prepares lessons according to curriculum standards.,Relevant teaching qualification and experience. Strong communication skills.,3,EduPlus
14124,Engineering,14415,Port Elizabeth,Electrical Engineer,0,"Responsible for planning, designing, and overseeing engineering projects.",Bachelor's degree in Engineering. Relevant certifications and experience preferred.,4,HealthFirst
9333,Engineering,14530,Johannesburg,Civil Engineer,0,"Responsible for planning, designing, and overseeing engineering projects.",Bachelor's degree in Engineering. Relevant certifications and experience preferred.,3,EduPlus
26994,Engineering,20502,Cape Town,Electrical Engineer,0,"Responsible for planning, designing, and overseeing engineering projects.",Bachelor's degree in Engineering. Relevant certifications and experience preferred.,3,EduPlus
29973,Engineering,12366,Port Elizabeth,Mechanical Engineer,0,"Responsible for planning, designing, and overseeing engineering projects.",Bachelor's degree in Engineering. Relevant certifications and experience preferred.,5,FinanceHub
22435,Engineering,9606,Port Elizabeth,Mechanical Engineer,0,"Responsible for planning, designing, and overseeing engineering projects.",Bachelor's degree in Engineering. Relevant certifications and experience preferred.,3,EduPlus
11076,Engineering,9383,Cape Town,Civil Engineer,0,"Responsible for planning, designing, and overseeing engineering projects.",Bachelor's degree in Engineering. Relevant certifications and experience preferred.,2,BuildRight
19539,Engineering,17965,Pretoria,Software Engineer,0,"Responsible for planning, designing, and overseeing engineering projects.",Bachelor's degree in Engineering. Relevant certifications and experience preferred.,4,HealthFirst
21231,Retail,21551,Johannesburg,Sales Associate,0,Manages store operations and ensures excellent customer service.,Experience in retail or sales. Good communication and organizational skills.,4,HealthFirst
21203,Healthcare,12722,Johannesburg,Pharmacist,0,Provides medical or support services to patients in healthcare facilities.,Relevant healthcare qualification. Experience in patient care preferred.,2,BuildRight
16517,Retail,21380,Durban,Sales Associate,0,Manages store operations and ensures excellent customer service.,Experience in retail or sales. Good communication and organizational skills.,2,BuildRight
9250,IT,20543,Cape Town,Cybersecurity Specialist,0,"Develops, maintains, and supports IT systems and software applications.",Bachelor's degree in Computer Science or IT. Experience with programming and system administration.,3,EduPlus
18541,Engineering,25968,Durban,Electrical Engineer,0,"Responsible for planning, designing, and overseeing engineering projects.",Bachelor's degree in Engineering. Relevant certifications and experience preferred.,1,TechCorp
29086,Healthcare,20121,Johannesburg,Pharmacist,0,Provides medical or support services to patients in healthcare facilities.,Relevant healthcare qualification. Experience in patient care preferred.,5,FinanceHub
14300,IT,13337,Durban,Data Scientist,0,"Develops, maintains, and supports IT systems and software applications.",Bachelor's degree in Computer Science or IT. Experience with programming and system administration.,2,BuildRight
28665,IT,28468,Pretoria,Software Developer,0,"Develops, maintains, and supports IT systems and software applications.",Bachelor's degree in Computer Science or IT. Experience with programming and system administration.,5,FinanceHub
17542,Finance,8511,Cape Town,Investment Banker,0,"Analyzes financial data, prepares reports, and provides recommendations.","Bachelor's degree in Finance, Accounting, or Economics. Analytical skills required.",4,HealthFirst
22971,Education,20441,Port Elizabeth,Teacher,0,Teaches students and prepares lessons according to curriculum standards.,Relevant teaching qualification and experience. Strong communication skills.,1,TechCorp
22986,Education,20117,Cape Town,Teacher,0,Teaches students and prepares lessons according to curriculum standards.,Relevant teaching qualification and experience. Strong communication skills.,2,BuildRight
11202,Retail,29601,Port Elizabeth,Cashier,0,Manages store operations and ensures excellent customer service.,Experience in retail or sales. Good communication and organizational skills.,1,TechCorp
14600,Finance,16577,Pretoria,Accountant,0,"Analyzes financial data, prepares reports, and provides recommendations.","Bachelor's degree in Finance, Accounting, or Economics. Analytical skills required.",3,EduPlus
11842,Retail,28628,Cape Town,Merchandiser,0,Manages store operations and ensures excellent customer service.,Experience in retail or sales. Good communication and organizational skills.,3,EduPlus
8333,IT,20157,Cape Town,Cybersecurity Specialist,0,"Develops, maintains, and supports IT systems and software applications.",Bachelor's degree in Computer Science or IT. Experience with programming and system administration.,1,TechCorp
23677,Finance,10839,Cape Town,Accountant,0,"Analyzes financial data, prepares reports, and provides recommendations.","Bachelor's degree in Finance, Accounting, or Economics. Analytical skills required.",3,EduPlus
23319,Finance,29041,Johannesburg,Investment Banker,0,"Analyzes financial data, prepares reports, and provides recommendations.","Bachelor's degree in Finance, Accounting, or Economics. Analytical skills required.",5,FinanceHub
22262,IT,23980,Pretoria,System Administrator,0,"Develops, maintains, and supports IT systems and software applications.",Bachelor's degree in Computer Science or IT. Experience with programming and system administration.,1,TechCorp
19363,Healthcare,13332,Johannesburg,Doctor,0,Provides medical or support services to patients in healthcare facilities.,Relevant healthcare qualification. Experience in patient care preferred.,2,BuildRight
29449,Healthcare,10182,Johannesburg,Nurse,0,Provides medical or support services to patients in healthcare facilities.,Relevant healthcare qualification. Experience in patient care preferred.,3,EduPlus
15058,IT,24224,Port Elizabeth,Software Developer,0,"Develops, maintains, and supports IT systems and software applications.",Bachelor's degree in Computer Science or IT. Experience with programming and system administration.,3,EduPlus
23530,Retail,11366,Durban,Merchandiser,0,Manages store operations and ensures excellent customer service.,Experience in retail or sales. Good communication and organizational skills.,4,HealthFirst
9389,IT,19499,Johannesburg,Cybersecurity Specialist,0,"Develops, maintains, and supports IT systems and software applications.",Bachelor's degree in Computer Science or IT. Experience with programming and system administration.,1,TechCorp
24547,Retail,23323,Pretoria,Cashier,0,Manages store operations and ensures excellent customer service.,Experience in retail or sales. Good communication and organizational skills.,5,FinanceHub
19735,IT,19634,Pretoria,Software Developer,0,"Develops, maintains, and supports IT systems and software applications.",Bachelor's degree in Computer Science or IT. Experience with programming and system administration.,4,HealthFirst
22061,Education,18864,Johannesburg,Principal,0,Teaches students and prepares lessons according to curriculum standards.,Relevant teaching qualification and experience. Strong communication skills.,1,TechCorp
21902,Engineering,8020,Cape Town,Electrical Engineer,0,"Responsible for planning, designing, and overseeing engineering projects.",Bachelor's degree in Engineering. Relevant certifications and experience preferred.,5,FinanceHub
21892,Finance,14383,Pretoria,Auditor,0,"Analyzes financial data, prepares reports, and provides recommendations.","Bachelor's degree in Finance, Accounting, or Economics. Analytical skills required.",4,HealthFirst
15213,Healthcare,14243,Durban,Nurse,0,Provides medical or support services to patients in healthcare facilities.,Relevant healthcare qualification. Experience in patient care preferred.,2,BuildRight
24611,Retail,10324,Johannesburg,Cashier,0,Manages store operations and ensures excellent customer service.,Experience in retail or sales. Good communication and organizational skills.,3,EduPlus
16954,Healthcare,24419,Port Elizabeth,Nurse,0,Provides medical or support services to patients in healthcare facilities.,Relevant healthcare qualification. Experience in patient care preferred.,4,HealthFirst
17511,Engineering,11297,Pretoria,Mechanical Engineer,0,"Responsible for planning, designing, and overseeing engineering projects.",Bachelor's degree in Engineering. Relevant certifications and experience preferred.,4,HealthFirst
13215,Engineering,13135,Durban,Mechanical Engineer,0,"Responsible for planning, designing, and overseeing engineering projects.",Bachelor's degree in Engineering. Relevant certifications and experience preferred.,5,FinanceHub
29321,IT,9685,Cape Town,Software Developer,0,"Develops, maintains, and supports IT systems and software applications.",Bachelor's degree in Computer Science or IT. Experience with programming and system administration.,5,FinanceHub
8744,Healthcare,16148,Cape Town,Nurse,0,Provides medical or support services to patients in healthcare facilities.,Relevant healthcare qualification. Experience in patient care preferred.,4,HealthFirst
17994,Retail,16132,Cape Town,Store Manager,0,Manages store operations and ensures excellent customer service.,Experience in retail or sales. Good communication and organizational skills.,2,BuildRight
8287,IT,22813,Pretoria,Data Scientist,0,"Develops, maintains, and supports IT systems and software applications.",Bachelor's degree in Computer Science or IT. Experience with programming and system administration.,3,EduPlus
13975,Engineering,12201,Cape Town,Mechanical Engineer,0,"Responsible for planning, designing, and overseeing engineering projects.",Bachelor's degree in Engineering. Relevant certifications and experience preferred.,5,FinanceHub
22827,IT,13522,Durban,Data Scientist,0,"Develops, maintains, and supports IT systems and software applications.",Bachelor's degree in Computer Science or IT. Experience with programming and system administration.,2,BuildRight
16561,Engineering,23516,Durban,Mechanical Engineer,0,"Responsible for planning, designing, and overseeing engineering projects.",Bachelor's degree in Engineering. Relevant certifications and experience preferred.,5,FinanceHub
12875,Finance,8573,Johannesburg,Financial Analyst,0,"Analyzes financial data, prepares reports, and provides recommendations.","Bachelor's degree in Finance, Accounting, or Economics. Analytical skills required.",5,FinanceHub
15403,Education,24048,Cape Town,Tutor,0,Teaches students and prepares lessons according to curriculum standards.,Relevant teaching qualification and experience. Strong communication skills.,2,BuildRight
12416,IT,17413,Pretoria,Software Developer,0,"Develops, maintains, and supports IT systems and software applications.",Bachelor's degree in Computer Science or IT. Experience with programming and system administration.,2,BuildRight
8146,Education,29473,Durban,Tutor,0,Teaches students and prepares lessons according to curriculum standards.,Relevant teaching qualification and experience. Strong communication skills.,3,EduPlus
12186,Retail,9524,Port Elizabeth,Merchandiser,0,Manages store operations and ensures excellent customer service.,Experience in retail or sales. Good communication and organizational skills.,3,EduPlus
